ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
30-08-2063,34,619,Associate,8,14561,Married,Other,B6679,15.9,1,Debt Consolidation,19,2491,31439,9,19.68,47
31-08-2063,36,610,Bachelor,12,16735,Single,Other,B6680,6.14,0,Debt Consolidation,15,2486,10000,5,18.95,35
01-09-2063,40,610,Associate,NaN,7188,Married,Rent,B6681,2.44,1,Home,37,1421,51337,6,19.9,38
02-09-2063,44,575,Associate,23,13379,Single,Mortgage,B6682,1.93,1,Home,26,1446,10885,9,21.02,45
03-09-2063,37,483,Master,16,15395,Divorced,Rent,B6683,4.2,2,Auto,20,708,121609,3,26.12,58
04-09-2063,27,553,Bachelor,5,29379,Single,Mortgage,B6684,23.6,3,Auto,17,4545,132337,7,26.87,48
05-09-2063,23,576,Bachelor,1,19959,Divorced,Rent,B6685,1.98,1,Home,21,11686,113589,5,22.14,50
06-09-2063,71,595,Associate,46,50263,Widowed,Own,B6686,32.9,0,Home,30,2252,21672,3,28.61,49
07-09-2063,26,409,Bachelor,5,7738,Divorced,Rent,B6687,30.9,0,Auto,22,6449,17251,3,32.27,39
08-09-2063,33,432,High School,11,29679,Single,Own,B6688,4.59,2,Auto,28,1660,262679,8,27.61,59
09-09-2063,46,631,Associate,21,20509,Single,Mortgage,B6689,5.24,0,Debt Consolidation,20,2017,12916,8,20.99,70
10-09-2063,44,577,High School,21,36711,Married,Rent,B6690,8.51,2,Debt Consolidation,21,4603,18441,4,21.91,53
11-09-2063,46,503,High School,24,39625,Single,Rent,B6691,13.3,1,Education,18,11131,28061,1,29.54,55
12-09-2063,34,509,High School,11,16003,Married,Other,B6692,9.22,0,Home,28,1927,31037,1,24.61,56
13-09-2063,42,623,Associate,22,16671,Married,Mortgage,B6693,23.7,0,Home,23,11467,767314,5,16.49,35
14-09-2063,40,537,Bachelor,20,21610,Married,Rent,B6694,23.2,1,Home,20,4196,106734,6,24.66,48
15-09-2063,36,607,Associate,17,14610,Married,Own,B6695,12.1,1,Education,19,1389,12943,4,25.96,XX
16-09-2063,42,494,High School,19,22652,Divorced,Own,B6696,3.8,2,Home,25,453,61315,8,25.57,55
17-09-2063,52,569,Bachelor,28,29432,Single,Mortgage,B6697,32.8,2,Debt Consolidation,28,7880,61376,4,18.39,58
18-09-2063,39,580,High School,NaN,14512,Single,Mortgage,B6698,2.42,5,Home,27,741,70763,3,21.64,53
19-09-2063,39,599,Bachelor,14,24423,Married,Rent,B6699,45.9,1,Education,21,2923,83794,4,18,45
20-09-2063,52,548,High School,27,16998,Married,Rent,B6700,22.7,0,Home,18,3904,95655,2,25.43,49
21-09-2063,51,550,Associate,28,20061,Single,Rent,B6701,4.68,1,Education,20,2727,25905,2,27.8,45
22-09-2063,59,645,Bachelor,37,12310,Widowed,Other,B6702,39.3,1,Education,19,13607,39989,4,16,37
23-09-2063,18,566,Master,0,15359,Married,Rent,B6703,4.38,0,Other,25,785,72952,8,18.5,60
24-09-2063,50,583,Bachelor,29,20668,Married,Own,B6704,6.74,2,Education,26,566,66681,2,21.42,68
25-09-2063,47,627,Associate,27,42545,Widowed,Rent,B6705,49.6,0,Debt Consolidation,30,2226,34952,5,20.77,54
26-09-2063,29,593,Bachelor,7,12264,Single,Mortgage,B6706,2.94,0,Other,26,1689,113638,2,21.33,40
27-09-2063,43,571,Bachelor,21,40438,Married,Other,B6707,25.5,2,Home,28,2600,42156,8,24.48,60
28-09-2063,52,627,Master,29,22607,Widowed,Mortgage,B6708,42.4,2,Home,25,3159,47643,3,22.93,46
29-09-2063,30,596,Bachelor,9,14076,Married,Own,B6709,18.4,0,Auto,22,3134,64298,5,27.77,51
30-09-2063,45,568,Doctorate,22,9963,Single,Other,B6710,1.7,0,Home,21,4181,175101,5,17.67,43
01-10-2063,50,568,High School,29,35473,Divorced,Own,B6711,4.51,0,Auto,24,1092,37131,3,28.9,63
02-10-2063,27,489,Associate,2,18665,Married,Mortgage,B6712,5.4,2,Auto,21,4044,43945,5,29.04,55
03-10-2063,38,620,High School,18,31495,Single,Own,B6713,1.7,3,Home,27,5127,136047,7,24.65,47
04-10-2063,43,465,Bachelor,21,24703,Married,Mortgage,B6714,2.74,0,Debt Consolidation,31,22992,23796,4,27.47,42
05-10-2063,30,579,Bachelor,8,19619,Divorced,Rent,B6715,16.8,2,Auto,21,5398,101124,6,27.33,XX
06-10-2063,29,562,High School,6,15031,Married,Rent,B6716,7.57,1,Auto,29,5695,55302,11,20.64,61
07-10-2063,38,615,Associate,14,12367,Married,Rent,B6717,21.9,0,Education,23,6562,45584,2,18.99,62
08-10-2063,49,585,Bachelor,26,30993,Married,Other,B6718,664,2,Debt Consolidation,25,4063,65301,3,25.85,XX
09-10-2063,47,548,Bachelor,25,11862,Married,Mortgage,B6719,22.2,1,Home,26,1139,77575,11,22.45,41
10-10-2063,29,530,High School,5,19342,Married,Rent,B6720,3.94,2,Auto,26,712,31681,2,26.42,56
11-10-2063,47,546,Master,23,21838,Divorced,Mortgage,B6721,30.8,1,Home,27,681,113036,1,27.41,44
12-10-2063,29,536,High School,6,17905,Married,Mortgage,B6722,10.8,1,Debt Consolidation,31,3018,208075,8,23.64,36
13-10-2063,20,572,Doctorate,0,15116,Married,Rent,B6723,35.7,0,Auto,32,7225,27228,7,21.12,55
14-10-2063,35,595,Associate,11,15266,Divorced,Other,B6724,41.9,0,Education,17,1217,38680,6,26.77,50
15-10-2063,53,641,Associate,34,29459,Widowed,Mortgage,B6725,6.15,2,Home,22,9251,36158,3,18.03,49
16-10-2063,47,597,Associate,25,32816,Single,Mortgage,B6726,12.9,1,Other,26,1944,188095,7,28.26,39
17-10-2063,39,613,Bachelor,16,16285,Single,Rent,B6727,2.63,1,Education,21,29615,49943,5,21.64,48
18-10-2063,34,573,High School,12,11367,Divorced,Rent,B6728,8.63,1,Home,17,4869,21954,4,20.59,58
19-10-2063,35,584,High School,13,31176,Married,Mortgage,B6729,44.3,1,Auto,26,1138,10524,9,24.22,60
20-10-2063,41,646,Doctorate,18,36350,Married,Mortgage,B6730,22,0,Debt Consolidation,25,978,40598,3,21.91,43
21-10-2063,27,601,Master,4,15620,Single,Mortgage,B6731,23,1,Auto,21,2562,76995,5,24.01,53
22-10-2063,35,584,High School,12,14122,Married,Rent,B6732,33.9,0,Home,18,4424,72482,5,25.4,64
23-10-2063,37,625,Bachelor,16,18670,Single,Other,B6733,14.4,1,Auto,21,8254,438091,8,20.55,33
24-10-2063,23,598,High School,3,15133,Divorced,Mortgage,B6734,12.7,0,Other,17,1799,568758,5,18.86,41
25-10-2063,29,506,Bachelor,5,52782,Married,Mortgage,B6735,40.1,1,Home,21,2285,41138,8,26.74,53
26-10-2063,44,630,Associate,23,22879,Married,Own,B6736,6.64,0,Debt Consolidation,24,2990,36149,6,20.8,51
27-10-2063,40,519,Associate,19,41597,Married,Mortgage,B6737,3.31,0,Other,33,1195,62441,5,30.49,58
28-10-2063,36,642,Bachelor,NaN,114322,Single,Mortgage,B6738,9.44,2,Auto,28,683,311567,6,30.03,47
29-10-2063,29,551,High School,4,21383,Married,Mortgage,B6739,2.26,0,Home,34,2320,118592,3,27.51,54
30-10-2063,58,578,Associate,35,23932,Married,Rent,B6740,4.97,1,Debt Consolidation,20,2256,204602,6,20.54,36
31-10-2063,29,544,Master,6,51812,Divorced,Rent,B6741,9.51,1,Debt Consolidation,26,5836,88020,3,31.62,57
01-11-2063,43,597,Bachelor,19,41121,Single,Own,B6742,10.9,0,Home,22,728,289523,0,20.16,55
02-11-2063,34,509,Associate,12,22929,Married,Mortgage,B6743,60.9,1,Debt Consolidation,32,4790,41069,4,28.28,53
03-11-2063,40,506,High School,NaN,16802,Single,Mortgage,B6744,2.49,2,Debt Consolidation,24,1874,149720,8,23.64,48
04-11-2063,45,539,Bachelor,25,16567,Divorced,Own,B6745,1.16,1,Home,27,27999,32012,8,27.03,44
05-11-2063,23,577,Master,3,14046,Single,Mortgage,B6746,9.52,3,Debt Consolidation,23,5370,71795,5,24.44,51
06-11-2063,39,550,Master,19,10652,Single,Own,B6747,28.1,1,Home,29,1195,51167,4,21.65,48
07-11-2063,54,657,Bachelor,31,12338,Married,Mortgage,B6748,3.78,1,Debt Consolidation,27,9091,21649,3,16.88,53
08-11-2063,61,609,Bachelor,37,24157,Divorced,Other,B6749,3.9,0,Home,27,2723,119798,2,17.77,45
09-11-2063,38,501,Bachelor,16,5773,Divorced,Mortgage,B6750,4.18,0,Debt Consolidation,24,473,77314,2,24.58,53
10-11-2063,40,548,High School,18,23107,Widowed,Own,B6751,25.9,1,Debt Consolidation,34,656,67641,9,27.49,62
11-11-2063,66,657,Master,41,29296,Divorced,Mortgage,B6752,2.18,0,Home,20,874,833098,6,14.11,35
12-11-2063,53,567,High School,32,36678,Married,Rent,B6753,10.7,1,Home,20,1284,79199,2,21.3,47
13-11-2063,32,507,Bachelor,9,17887,Married,Own,B6754,4.34,0,Debt Consolidation,27,970,80746,2,28.29,40
14-11-2063,32,577,Bachelor,11,13795,Married,Rent,B6755,1.52,0,Home,25,4995,31520,8,24.86,62
15-11-2063,51,540,Associate,26,16727,Single,Mortgage,B6756,4.52,0,Debt Consolidation,26,12991,93829,1,21.29,55
16-11-2063,27,573,High School,3,50247,Married,Rent,B6757,37,1,Auto,22,691,18686,5,25.3,57
17-11-2063,53,630,Bachelor,33,28105,Divorced,Mortgage,B6758,8.55,2,Home,27,1109,34851,5,26.01,65
18-11-2063,44,549,High School,22,18225,Married,Mortgage,B6759,2.81,1,Debt Consolidation,20,4095,195245,8,25.5,47
19-11-2063,46,606,High School,28,18703,Married,Other,B6760,2.24,1,Debt Consolidation,30,6342,40283,5,25.54,48
20-11-2063,36,509,Bachelor,12,18607,Married,Mortgage,B6761,42.6,2,Home,23,753,20826,6,29.03,61
21-11-2063,32,637,Master,5,24656,Married,Own,B6762,22.3,1,Education,20,2838,45283,5,23.77,53
22-11-2063,57,565,High School,39,44800,Married,Other,B6763,11.8,3,Other,28,6552,13493,2,26.91,53
23-11-2063,37,612,Bachelor,17,27771,Widowed,Other,B6764,4.31,0,Debt Consolidation,36,3429,152101,9,17.73,46
24-11-2063,35,519,Associate,12,28731,Single,Rent,B6765,518,1,Other,18,1986,51708,2,24.63,56
25-11-2063,39,613,Bachelor,17,17257,Married,Mortgage,B6766,36.3,2,Debt Consolidation,29,11104,18096,4,21.36,49
26-11-2063,42,541,Doctorate,20,16385,Married,Mortgage,B6767,40.3,0,Education,25,1015,292557,3,28.41,35
27-11-2063,27,514,High School,8,16943,Married,Own,B6768,38.7,0,Debt Consolidation,29,7860,36555,9,25.97,59
28-11-2063,33,641,Doctorate,10,45079,Married,Own,B6769,24.7,1,Home,18,3026,28454,3,19.89,XX
29-11-2063,32,610,Master,8,18399,Divorced,Rent,B6770,4.69,0,Home,25,6445,69321,4,23.39,43
30-11-2063,50,610,Bachelor,22,19235,Married,Own,B6771,359,1,Education,27,645,19947,7,20.37,57
01-12-2063,29,541,Bachelor,4,16362,Married,Rent,B6772,11.1,2,Debt Consolidation,20,1391,53928,4,26.13,63
02-12-2063,18,562,Master,0,23431,Married,Rent,B6773,8.91,0,Debt Consolidation,26,4005,112471,2,21.16,56
03-12-2063,18,591,Master,0,23147,Married,Mortgage,B6774,11.7,0,Other,26,3821,262604,5,24.83,45
04-12-2063,22,473,Associate,0,34464,Single,Mortgage,B6775,8.82,2,Education,23,1817,67669,7,34.74,51
05-12-2063,56,602,Master,35,14001,Single,Own,B6776,4.22,2,Education,24,1485,57165,5,20.85,37
06-12-2063,40,561,Associate,16,12914,Married,Mortgage,B6777,19.1,0,Auto,19,8235,33313,4,19.8,40
07-12-2063,46,563,Master,22,23632,Single,Other,B6778,2.86,1,Debt Consolidation,41,1664,118892,3,28.01,37
08-12-2063,46,568,High School,21,15329,Single,Mortgage,B6779,21.5,2,Education,24,2730,48559,5,29.31,59
09-12-2063,40,534,Bachelor,16,19967,Married,Rent,B6780,11.5,3,Debt Consolidation,26,996,54739,5,23.98,43
10-12-2063,39,448,Bachelor,16,30327,Divorced,Mortgage,B6781,618,1,Debt Consolidation,25,1193,83346,5,30.06,55
11-12-2063,52,653,Associate,31,39023,Married,Mortgage,B6782,14.9,1,Debt Consolidation,20,13073,62703,5,21.48,32
12-12-2063,41,606,Bachelor,21,19290,Married,Rent,B6783,634,0,Auto,20,2209,19190,3,18,55
13-12-2063,56,619,Master,33,11951,Married,Mortgage,B6784,11.6,1,Debt Consolidation,24,4468,20077,7,18.74,44
14-12-2063,47,491,High School,25,13779,Married,Mortgage,B6785,7.92,1,Auto,22,1539,76862,4,24.84,XX
15-12-2063,32,544,High School,10,29669,Widowed,Other,B6786,2.67,0,Education,33,2316,88481,3,23.69,XX
16-12-2063,34,558,Bachelor,9,27884,Single,Mortgage,B6787,4.79,1,Education,18,4078,114235,4,24.66,49
17-12-2063,31,589,Bachelor,6,16641,Single,Mortgage,B6788,27.8,2,Home,22,378,136040,8,23.11,49
18-12-2063,54,497,Associate,34,21246,Divorced,Rent,B6789,1.76,3,Home,19,5275,513528,7,27.49,47
19-12-2063,35,612,Bachelor,13,43463,Married,Rent,B6790,2.27,1,Home,32,1009,51631,6,19.13,36
20-12-2063,30,550,Master,8,71900,Married,Mortgage,B6791,4.36,2,Other,17,2868,96772,5,32.6,55
21-12-2063,43,507,Associate,20,45869,Married,Mortgage,B6792,4.82,0,Debt Consolidation,29,1847,133825,2,28.89,72
22-12-2063,38,503,Bachelor,20,16898,Single,Mortgage,B6793,6.43,2,Education,19,20557,73797,8,23.8,42
23-12-2063,43,640,Bachelor,23,29270,Married,Own,B6794,25.4,0,Auto,28,11702,41074,5,29.76,51
24-12-2063,62,617,Associate,40,28625,Married,Own,B6795,37.9,1,Home,27,7602,48862,5,17.02,59
25-12-2063,50,591,Doctorate,26,25478,Single,Rent,B6796,2.17,1,Debt Consolidation,25,1278,92038,4,19.59,54
26-12-2063,40,568,Associate,17,10112,Married,Rent,B6797,14.7,1,Auto,19,1280,92756,9,23.96,53
27-12-2063,23,574,Bachelor,0,21252,Married,Mortgage,B6798,23.6,1,Auto,21,3591,74213,10,24.36,56
28-12-2063,34,438,Associate,11,22627,Married,Own,B6799,51.7,0,Debt Consolidation,19,9642,24624,4,27.45,53
29-12-2063,48,595,High School,23,12661,Divorced,Own,B6800,21.4,1,Education,23,779,51178,5,25.21,59
30-12-2063,25,429,High School,0,33787,Single,Other,B6801,23.7,1,Other,19,4527,34113,6,28.93,59
31-12-2063,65,597,High School,44,14212,Single,Rent,B6802,43.7,2,Auto,28,247,71909,9,23.11,48
01-01-2064,40,613,Master,16,17953,Married,Mortgage,B6803,1.81,0,Auto,27,1466,100480,9,18.17,38
02-01-2064,40,601,Associate,16,28299,Single,Mortgage,B6804,18.9,2,Education,22,3593,55006,9,23.01,62
03-01-2064,32,627,Bachelor,4,11390,Married,Other,B6805,3.78,0,Home,25,7790,27972,2,18.04,42
04-01-2064,45,612,Master,24,7967,Married,Own,B6806,2.97,1,Home,28,3947,69392,5,20.66,44
05-01-2064,26,591,High School,4,19379,Married,Mortgage,B6807,38.7,0,Auto,26,671,56808,2,22.51,55
06-01-2064,65,628,Master,45,40692,Divorced,Mortgage,B6808,29.8,3,Education,27,5683,73050,4,23.85,XX
07-01-2064,55,562,Associate,34,19126,Married,Rent,B6809,4.81,1,Debt Consolidation,29,2322,43615,6,24.28,59
08-01-2064,51,669,Associate,28,25319,Divorced,Rent,B6810,13.6,0,Education,27,529,110736,5,15.96,32
09-01-2064,23,486,Bachelor,0,66431,Divorced,Mortgage,B6811,3.93,1,Education,23,1736,119296,8,34.11,XX
10-01-2064,42,664,Master,18,22747,Widowed,Mortgage,B6812,14.9,2,Debt Consolidation,32,2040,38722,5,26.52,53
11-01-2064,54,545,Associate,30,18227,Married,Rent,B6813,2.34,0,Other,30,3012,48277,4,25.27,51
12-01-2064,47,537,Bachelor,25,26262,Married,Mortgage,B6814,22.5,1,Education,26,449,26643,6,28.91,57
13-01-2064,27,607,High School,5,13162,Divorced,Mortgage,B6815,27,0,Debt Consolidation,31,577,46997,8,17.83,50
14-01-2064,32,617,Bachelor,11,11316,Married,Mortgage,B6816,33.5,1,Debt Consolidation,25,641,99838,8,17.56,44
15-01-2064,34,570,Bachelor,13,8701,Divorced,Rent,B6817,8.66,1,Education,15,2544,237360,8,21.87,36
16-01-2064,32,628,Bachelor,10,37114,Single,Own,B6818,46.1,1,Education,22,2185,28904,8,20.44,59
17-01-2064,58,625,Master,35,34202,Married,Mortgage,B6819,30.5,1,Other,26,5470,193690,2,20.64,47
18-01-2064,18,485,Master,0,16153,Married,Rent,B6820,4.85,1,Auto,23,1649,434522,6,25.62,49
19-01-2064,47,537,Associate,23,45584,Widowed,Rent,B6821,7.64,1,Education,29,860,39458,4,25.78,54
20-01-2064,24,590,Associate,0,51684,Single,Rent,B6822,4.83,1,Home,27,5145,68527,4,27.54,55
21-01-2064,28,602,Bachelor,7,23437,Married,Mortgage,B6823,20.9,0,Education,27,4051,56820,5,20.63,51
22-01-2064,18,613,Master,0,29483,Divorced,Rent,B6824,1.09,2,Auto,21,4156,14876,5,17.65,38
23-01-2064,33,591,Associate,12,18066,Single,Mortgage,B6825,21.5,1,Debt Consolidation,26,2813,430337,4,20.97,48
24-01-2064,58,443,Associate,33,11464,Divorced,Rent,B6826,1.33,0,Debt Consolidation,18,13551,34365,7,26.5,43
25-01-2064,43,468,Master,22,26744,Divorced,Mortgage,B6827,20.6,1,Home,21,3908,101845,2,31.59,56
26-01-2064,25,462,Associate,0,38268,Married,Mortgage,B6828,45.5,1,Home,21,3624,254635,3,32.18,48
27-01-2064,52,619,Associate,27,23780,Divorced,Rent,B6829,42.8,0,Home,23,12035,13983,1,23.35,56
28-01-2064,54,636,High School,31,18740,Married,Rent,B6830,3.2,1,Other,23,3949,122820,1,29.38,49
29-01-2064,41,607,Bachelor,18,20451,Married,Mortgage,B6831,21.4,1,Home,24,3670,85754,5,24.28,48
30-01-2064,64,638,Associate,41,17608,Single,Mortgage,B6832,15.2,0,Home,24,3049,7487,7,19.57,66
31-01-2064,49,650,Bachelor,27,13213,Married,Mortgage,B6833,10.6,0,Debt Consolidation,30,3834,131497,8,18.05,36
01-02-2064,48,552,Associate,26,24784,Married,Own,B6834,5.47,1,Education,28,7150,33910,3,24.81,50
02-02-2064,30,604,Bachelor,8,21135,Married,Own,B6835,23.7,0,Home,31,1634,356241,5,17.05,32
03-02-2064,47,511,High School,21,14698,Married,Rent,B6836,14.2,1,Home,23,2983,47897,4,25.47,50
04-02-2064,42,539,High School,22,16559,Widowed,Own,B6837,23.4,1,Other,17,32056,76706,6,21.68,53
05-02-2064,46,553,Bachelor,23,20447,Single,Rent,B6838,34.7,3,Home,29,4342,44565,5,26.89,70
06-02-2064,31,589,Associate,7,37832,Married,Mortgage,B6839,3.69,1,Education,20,8379,37717,7,26.91,54
07-02-2064,41,570,Bachelor,19,32577,Married,Mortgage,B6840,2.97,0,Home,28,676,9913,4,19.38,53
08-02-2064,30,622,Master,7,13833,Married,Rent,B6841,8.13,2,Home,16,640,29920,3,17.15,59
09-02-2064,18,495,Associate,0,17141,Single,Rent,B6842,44,0,Auto,32,1289,35434,6,26.63,61
10-02-2064,51,595,High School,26,30803,Married,Mortgage,B6843,267,1,Other,20,2009,96945,10,21.52,XX
11-02-2064,21,507,Associate,0,32689,Single,Mortgage,B6844,5.86,0,Auto,26,16837,36924,3,23.81,53
12-02-2064,41,590,Associate,19,11834,Married,Rent,B6845,17.3,2,Education,28,22287,46032,14,23.43,49
13-02-2064,43,525,Bachelor,22,15629,Married,Rent,B6846,34.9,0,Education,28,6506,98697,4,27.68,51
14-02-2064,43,561,High School,19,18644,Married,Rent,B6847,34.8,1,Home,24,16226,110241,5,27.39,54
15-02-2064,36,582,Associate,16,14115,Single,Other,B6848,23.6,1,Home,28,6421,237601,3,20.19,58
16-02-2064,43,483,High School,23,33890,Divorced,Mortgage,B6849,14.2,1,Home,27,1455,97260,3,26.14,57
17-02-2064,45,562,Bachelor,23,17336,Single,Own,B6850,4.25,0,Auto,26,2828,276124,3,25.59,47
18-02-2064,48,621,Bachelor,22,31225,Divorced,Other,B6851,5.69,3,Home,20,2043,32437,4,19.59,56
19-02-2064,60,545,Associate,36,14675,Divorced,Other,B6852,36.1,1,Debt Consolidation,23,13028,124132,3,29.89,54
20-02-2064,42,609,Bachelor,21,21844,Married,Own,B6853,21.9,0,Debt Consolidation,25,4218,128658,6,21.23,34
21-02-2064,40,638,Bachelor,21,31703,Married,Rent,B6854,1.52,0,Debt Consolidation,20,5535,163595,2,24.8,33
22-02-2064,29,587,High School,6,41052,Divorced,Rent,B6855,29.4,1,Home,26,2869,196467,4,24.74,51
23-02-2064,45,521,Bachelor,22,14573,Married,Rent,B6856,16.1,0,Auto,31,580,85565,4,27.72,55
24-02-2064,48,653,Doctorate,26,20674,Single,Mortgage,B6857,21.3,0,Debt Consolidation,21,2819,122301,2,19.99,56
25-02-2064,37,508,Bachelor,11,17209,Married,Rent,B6858,24.5,2,Debt Consolidation,22,3227,59077,7,31.9,61
26-02-2064,46,610,High School,24,25535,Married,Own,B6859,13.2,3,Education,27,970,60216,3,18.8,44
27-02-2064,36,526,High School,18,24766,Divorced,Own,B6860,4.16,1,Other,18,82187,140746,2,24.13,61
28-02-2064,48,538,Bachelor,26,18763,Single,Mortgage,B6861,17.5,1,Debt Consolidation,23,1511,144564,5,20.13,38
29-02-2064,50,521,High School,27,39453,Widowed,Mortgage,B6862,31.8,0,Debt Consolidation,27,4468,20043,5,37.51,51
01-03-2064,50,640,Bachelor,27,13716,Married,Mortgage,B6863,23,1,Home,21,1656,79897,8,20.18,36
02-03-2064,41,508,Bachelor,19,32987,Married,Rent,B6864,3.83,0,Debt Consolidation,21,2250,269625,7,34.62,47
03-03-2064,27,562,Master,5,27113,Single,Own,B6865,5.3,1,Home,19,5404,42970,7,28.86,39
04-03-2064,32,600,Associate,13,15901,Married,Rent,B6866,6.07,0,Auto,20,915,101084,4,22.39,35
05-03-2064,47,616,Bachelor,24,11430,Single,Mortgage,B6867,8.44,3,Education,28,3788,144076,8,18.67,36
06-03-2064,69,656,High School,47,11574,Married,Mortgage,B6868,2.03,1,Home,30,1819,22007,4,17.11,45
07-03-2064,35,484,High School,12,15098,Single,Mortgage,B6869,3.65,1,Debt Consolidation,22,7690,52594,6,29.19,54
08-03-2064,45,533,High School,22,19271,Divorced,Own,B6870,18.8,0,Auto,19,5538,86954,3,26.32,43
09-03-2064,33,558,High School,8,68504,Single,Own,B6871,13.9,2,Debt Consolidation,19,2031,66379,8,24.41,56
10-03-2064,28,593,Associate,7,9952,Married,Mortgage,B6872,44.5,0,Debt Consolidation,24,3180,30153,2,20.87,61
11-03-2064,31,498,Associate,11,11494,Single,Mortgage,B6873,3.48,3,Home,20,2204,83301,2,22.74,54
12-03-2064,18,590,Bachelor,0,9211,Divorced,Own,B6874,1.51,0,Debt Consolidation,19,2719,90671,7,23.06,50
13-03-2064,56,569,High School,35,24173,Single,Other,B6875,2.92,4,Debt Consolidation,28,2891,7716,5,24.56,58
14-03-2064,18,589,High School,0,18990,Single,Mortgage,B6876,7.37,2,Home,25,6351,41012,5,19.26,40
15-03-2064,36,498,Bachelor,11,11966,Married,Rent,B6877,31.3,0,Other,22,2839,93536,6,31.98,53
16-03-2064,25,512,Bachelor,2,33410,Single,Mortgage,B6878,7.54,2,Other,26,2531,118998,2,28.33,66
17-03-2064,29,552,High School,3,9706,Single,Mortgage,B6879,2.78,0,Debt Consolidation,28,430,21790,4,24.12,53
18-03-2064,56,612,Master,34,18267,Married,Other,B6880,26.3,1,Auto,28,2436,154993,1,18.54,35
19-03-2064,42,590,Bachelor,22,42962,Married,Mortgage,B6881,8.66,1,Home,22,2401,50366,4,22.06,50
20-03-2064,28,554,High School,7,36360,Married,Rent,B6882,236,2,Home,20,6916,204023,8,25.81,47
21-03-2064,32,573,High School,7,32451,Single,Rent,B6883,2.81,2,Auto,24,1548,74134,10,22.56,51
22-03-2064,30,457,Bachelor,10,29530,Divorced,Own,B6884,28.9,1,Home,28,1214,28216,4,32.7,58
23-03-2064,39,609,Bachelor,NaN,32857,Married,Mortgage,B6885,16.6,0,Home,17,2473,85004,9,22.95,50
24-03-2064,42,608,Master,20,19845,Divorced,Rent,B6886,5.61,4,Home,20,5817,86764,5,20.97,45
25-03-2064,62,619,Associate,41,33216,Married,Mortgage,B6887,3.17,0,Home,32,10531,90630,3,18.71,46
26-03-2064,18,527,Bachelor,0,10937,Single,Mortgage,B6888,2.94,2,Debt Consolidation,24,14098,67894,7,21.99,39
27-03-2064,39,609,Bachelor,18,13807,Widowed,Rent,B6889,4.75,0,Education,30,780,6599,5,21.02,48
28-03-2064,36,631,Bachelor,NaN,9906,Married,Mortgage,B6890,2.72,1,Home,19,3944,31498,7,15.69,38
29-03-2064,51,573,High School,29,24143,Married,Mortgage,B6891,3.81,2,Other,26,2876,307310,5,22.11,36
30-03-2064,44,593,Associate,23,19123,Single,Mortgage,B6892,1.76,2,Home,24,2214,110406,6,22.72,53
31-03-2064,47,542,Associate,20,35614,Single,Mortgage,B6893,5.97,1,Auto,20,325,193123,6,28.75,51
01-04-2064,44,572,Doctorate,19,42737,Married,Mortgage,B6894,5.89,0,Debt Consolidation,18,631,106684,5,24.5,41
02-04-2064,28,601,Associate,7,17255,Single,Own,B6895,13.5,1,Home,28,2947,79408,7,21.08,47
03-04-2064,54,644,Associate,32,16289,Married,Mortgage,B6896,4.93,0,Home,30,1670,57656,6,20.32,61
04-04-2064,49,595,Associate,31,14972,Divorced,Rent,B6897,3.3,1,Home,28,407,159904,9,26.08,47
05-04-2064,50,593,Master,27,19283,Divorced,Rent,B6898,5.68,2,Home,29,2457,28728,3,23.11,42
06-04-2064,55,661,Bachelor,34,18979,Single,Rent,B6899,6.78,0,Home,24,2246,28925,8,14.05,48
07-04-2064,45,538,Associate,22,12111,Single,Mortgage,B6900,5.22,0,Debt Consolidation,17,6253,8649,6,24.02,55
