ID,ApplicationDate,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved
B8731,12-04-2021,18775,Employed,0,60,1,623,3,0,0,24,6112,9204,194943,0
B8732,13-04-2021,51317,Self-Employed,28,60,0,408,3,0,0,14,2002,3514,285921,1
B8733,14-04-2021,97601,Employed,6,72,0,640,6,1,0,18,5554,25541,4010,0
B8734,15-04-2021,78876,Unemployed,5,48,0,706,2,0,0,7,152,17685,106646,0
B8735,16-04-2021,35384,Employed,20,96,3,289,5,0,0,13,1819,9383,35354,0
B8736,17-04-2021,30711,Employed,4,72,0,393,5,0,0,11,4155,43402,4360,0
B8737,18-04-2021,25644,Employed,8,60,1,446,2,1,0,12,1261,61749,1483,0
B8738,19-04-2021,18505,Employed,18,36,0,262,2,0,0,19,734,35108,13300,0
B8739,20-04-2021,58796,Employed,0,60,2,399,2,0,0,17,1468,5054,83131,0
B8740,21-04-2021,25947,Employed,36,48,2,689,3,0,0,10,853,32466,103401,0
B8741,22-04-2021,74145,Employed,18,72,1,804,1,0,0,11,1594,61708,7673,0
B8742,23-04-2021,134952,Employed,1,48,3,319,2,0,0,19,16432,12465,17486,1
B8743,24-04-2021,56862,Employed,6,48,3,348,1,0,0,26,335,41667,217882,0
B8744,25-04-2021,68536,Employed,27,84,4,522,1,0,0,16,1018,53459,68803,0
B8745,26-04-2021,75011,Employed,25,120,2,113,2,0,0,20,1911,16450,16415,0
B8746,27-04-2021,45371,Employed,33,48,5,320,3,0,0,15,8320,26058,70659,1
B8747,28-04-2021,43402,Employed,5,60,1,365,4,0,0,19,3878,92533,10828,0
B8748,29-04-2021,57722,Unemployed,19,72,0,283,2,0,0,11,2062,26962,14049,0
B8749,30-04-2021,32263,Employed,22,48,2,434,3,0,0,4,2097,111590,6744,0
B8750,01-05-2021,15000,Employed,27,36,0,196,2,0,0,25,5127,20808,89987,0
B8751,02-05-2021,32770,Employed,31,36,5,470,1,1,0,4,720,15733,77566,0
B8752,03-05-2021,23252,Employed,11,48,2,251,5,0,0,11,1335,5775,105933,0
B8753,04-05-2021,65762,Employed,14,72,0,570,4,0,0,12,303,24339,91527,0
B8754,05-05-2021,17918,Employed,14,48,2,245,2,0,0,7,12648,33970,165735,0
B8755,06-05-2021,150244,Employed,15,60,3,437,2,0,0,26,894,24007,21545,1
B8756,07-05-2021,120609,Employed,24,24,3,495,6,0,0,23,613,26381,26689,1
B8757,08-05-2021,67177,Employed,0,36,0,167,3,1,0,21,1728,60453,46981,0
B8758,09-05-2021,34662,Employed,32,36,1,294,2,0,0,6,559,16045,255457,0
B8759,10-05-2021,15000,Employed,4,36,1,294,6,1,0,2,846,103386,3075,0
B8760,11-05-2021,70618,Employed,17,96,3,201,3,0,0,28,1001,29475,22902,0
B8761,12-05-2021,47492,Employed,30,60,4,803,2,0,0,23,1033,7247,1107,0
B8762,13-05-2021,65467,Employed,21,60,4,736,4,0,0,23,701,6191,46868,1
B8763,14-05-2021,61741,Employed,18,108,3,270,4,0,0,6,1665,16807,6993,0
B8764,15-05-2021,36006,Self-Employed,2,36,2,198,3,0,0,20,893,53539,59453,1
B8765,16-05-2021,20124,Employed,4,60,2,781,3,0,0,25,2065,24535,304122,0
B8766,17-05-2021,50849,Employed,28,72,0,477,1,0,1,25,4549,37633,303856,1
B8767,18-05-2021,17265,Employed,11,48,2,831,6,0,0,12,527,2706,58171,0
B8768,19-05-2021,47129,Employed,12,60,1,1278,3,0,1,25,468,32423,417588,0
B8769,20-05-2021,72045,Employed,28,48,0,314,1,0,0,9,1192,16005,89283,0
B8770,21-05-2021,24764,Employed,5,12,3,223,4,0,0,23,1582,13214,52489,0
B8771,22-05-2021,18303,Employed,22,36,1,427,2,0,0,5,2210,20310,138167,0
B8772,23-05-2021,155226,Employed,18,96,2,444,4,0,0,12,1391,52082,16464,1
B8773,24-05-2021,28617,Employed,16,12,0,756,2,0,0,16,176,42789,5351,0
B8774,25-05-2021,33290,Employed,6,48,0,398,1,0,0,14,297,7698,46383,0
B8775,26-05-2021,99180,Employed,11,120,2,199,2,0,0,15,3287,13679,248879,1
B8776,27-05-2021,34507,Employed,6,48,2,663,3,0,0,18,286,95626,6664,0
B8777,28-05-2021,27013,Employed,23,12,2,851,1,0,0,19,5645,30472,5873,0
B8778,29-05-2021,193078,Employed,5,48,1,676,4,0,0,18,1183,25559,7058,1
B8779,30-05-2021,33265,Employed,25,120,1,355,1,0,0,4,718,31465,20216,0
B8780,31-05-2021,105980,Employed,11,36,1,285,4,0,1,15,1674,32047,28611,1
B8781,01-06-2021,45507,Employed,4,24,1,301,1,0,0,26,276,35592,216666,1
B8782,02-06-2021,47020,Employed,13,60,2,452,6,0,0,23,4332,9832,97587,0
B8783,03-06-2021,31844,Employed,15,24,2,387,2,0,0,15,1054,7968,169286,0
B8784,04-06-2021,48334,Employed,30,36,1,792,4,0,0,18,531,45543,4372,0
B8785,05-06-2021,137236,Employed,15,24,0,279,0,0,0,4,865,11734,52205,1
B8786,06-06-2021,80009,Self-Employed,13,24,0,401,4,0,0,24,1532,7559,14906,1
B8787,07-06-2021,22655,Employed,33,60,0,374,5,0,0,1,2712,34815,2505,0
B8788,08-06-2021,26139,Employed,23,84,2,458,6,0,0,7,505,53984,278468,0
B8789,09-06-2021,58487,Employed,38,84,2,610,5,0,0,25,984,28365,9733,0
B8790,10-06-2021,72157,Employed,31,60,0,723,1,0,0,9,221,5846,87466,0
B8791,11-06-2021,83518,Employed,11,72,1,280,0,1,1,13,1906,17690,6061,0
B8792,12-06-2021,45125,Employed,29,36,2,778,5,0,0,21,653,5937,134137,0
B8793,13-06-2021,38252,Employed,36,36,1,333,3,0,0,24,260,25163,3403,1
B8794,14-06-2021,34181,Employed,40,36,1,548,1,0,0,23,543,22611,120965,0
B8795,15-06-2021,15000,Employed,28,84,1,218,2,0,0,16,93,20892,232853,0
B8796,16-06-2021,131983,Employed,29,48,3,466,2,0,0,2,1942,83537,1076,1
B8797,17-06-2021,15000,Employed,12,36,0,312,2,0,0,1,1613,45734,24789,0
B8798,18-06-2021,37054,Employed,3,24,0,594,3,0,0,28,2156,17838,37670,0
B8799,19-06-2021,17565,Employed,12,120,3,831,2,0,1,11,354,67076,43269,0
B8800,20-06-2021,24729,Self-Employed,0,48,1,186,2,0,0,15,993,18995,144387,0
B8801,21-06-2021,111367,Employed,31,12,4,359,2,0,0,5,2392,6084,87538,0
B8802,22-06-2021,15000,Employed,13,36,2,324,4,0,0,4,850,18276,57432,0
B8803,23-06-2021,68717,Employed,34,36,1,877,6,0,1,16,511,11325,49376,0
B8804,24-06-2021,87053,Employed,6,36,5,126,3,0,0,14,351,70806,296741,1
B8805,25-06-2021,35182,Employed,29,60,1,512,7,0,0,2,326,9822,10200,0
B8806,26-06-2021,224431,Employed,12,36,2,398,2,0,0,14,565,34086,46075,1
B8807,27-06-2021,15000,Employed,0,36,0,356,0,0,0,14,1539,26881,3584,0
B8808,28-06-2021,20335,Employed,37,60,0,300,4,0,0,5,530,3247,5539,0
B8809,29-06-2021,47172,Employed,31,120,3,566,2,0,0,7,1693,11617,90851,0
B8810,30-06-2021,37391,Employed,22,72,2,565,2,0,1,23,1019,4559,9694,0
B8811,01-07-2021,96771,Employed,18,48,0,274,6,0,0,16,1447,50291,209701,1
B8812,02-07-2021,103416,Employed,24,36,2,183,3,0,0,20,3858,78658,186298,1
B8813,03-07-2021,23464,Employed,21,48,1,1029,7,0,0,14,449,8060,96146,0
B8814,04-07-2021,15000,Employed,8,36,3,971,5,0,0,19,893,9479,107832,0
B8815,05-07-2021,38313,Self-Employed,14,96,1,459,5,0,0,21,639,154632,10726,0
B8816,06-07-2021,89082,Employed,35,36,1,442,3,0,0,7,5344,11662,32523,0
B8817,07-07-2021,102082,Employed,48,60,3,190,1,0,0,10,705,49675,38313,0
B8818,08-07-2021,60714,Employed,33,48,0,335,1,0,0,29,1424,75101,114551,1
B8819,09-07-2021,35616,Employed,23,24,1,417,5,0,0,27,111,8675,416148,0
B8820,10-07-2021,44774,Employed,12,72,2,293,4,0,0,14,767,39425,4108,0
B8821,11-07-2021,66858,Employed,8,36,1,735,4,0,0,16,512,11667,28980,0
B8822,12-07-2021,50083,Employed,3,24,2,682,2,0,0,25,1847,4816,7078,0
B8823,13-07-2021,18244,Employed,11,12,2,315,6,0,0,27,1754,9718,94326,0
B8824,14-07-2021,30099,Employed,44,48,0,281,4,0,0,19,846,37557,107418,0
B8825,15-07-2021,49398,Unemployed,40,84,2,485,2,0,0,1,1823,3356,112422,0
B8826,16-07-2021,89963,Employed,25,84,0,109,2,0,0,3,1806,51012,8867,1
B8827,17-07-2021,22432,Employed,3,48,1,405,2,0,0,14,1146,38827,3366,0
B8828,18-07-2021,75079,Employed,25,48,4,708,6,0,0,17,1080,13072,23958,1
B8829,19-07-2021,15000,Employed,16,84,1,452,2,0,1,16,650,5276,61645,0
B8830,20-07-2021,53763,Employed,0,60,2,844,2,1,0,25,374,45930,4126,0
B8831,21-07-2021,27870,Employed,18,84,3,337,1,0,0,17,1305,38331,125480,0
B8832,22-07-2021,15000,Employed,2,60,2,245,8,0,0,24,473,61611,8572,0
B8833,23-07-2021,27380,Self-Employed,8,60,2,233,3,0,0,26,3244,62320,74716,0
B8834,24-07-2021,20549,Employed,11,36,1,265,1,0,0,5,1750,32272,44680,0
B8835,25-07-2021,42419,Employed,14,60,3,202,2,1,1,25,325,9593,11114,0
B8836,26-07-2021,49470,Employed,18,60,3,190,5,0,0,19,2129,12821,60885,0
B8837,27-07-2021,74154,Employed,19,60,0,490,4,0,0,15,1711,22062,115854,1
B8838,28-07-2021,16863,Employed,0,24,0,135,2,0,0,23,689,36741,4602,0
B8839,29-07-2021,68904,Employed,36,96,3,432,3,0,0,13,926,8247,42486,0
B8840,30-07-2021,51064,Employed,5,72,5,490,4,0,1,11,1181,17241,3856,0
B8841,31-07-2021,30023,Employed,3,36,0,912,3,0,0,22,347,50493,109337,0
B8842,01-08-2021,28422,Unemployed,15,60,3,244,4,0,0,18,1560,53039,58152,0
B8843,02-08-2021,33556,Employed,15,48,0,356,4,0,0,14,1423,155422,7751,0
B8844,03-08-2021,136703,Employed,37,84,0,336,2,0,0,13,1098,97438,9435,1
B8845,04-08-2021,62068,Employed,18,72,1,377,0,0,0,16,3475,44695,11511,0
B8846,05-08-2021,119717,Employed,21,36,0,693,4,0,0,11,707,21795,80886,1
B8847,06-08-2021,25217,Employed,20,48,0,780,4,0,1,29,370,8192,70254,0
B8848,07-08-2021,41034,Employed,19,48,2,700,8,0,0,28,969,96496,7565,0
B8849,08-08-2021,19980,Employed,22,108,2,255,7,0,0,25,2375,5314,18401,0
B8850,09-08-2021,27909,Employed,0,96,1,318,3,0,0,16,622,6400,40745,0
B8851,10-08-2021,101905,Employed,14,84,0,120,6,0,0,27,262,15998,8865,1
B8852,11-08-2021,48057,Employed,29,72,2,620,2,0,0,2,5941,104079,8629,0
B8853,12-08-2021,51166,Unemployed,53,60,0,440,4,1,0,2,3478,43714,178703,0
B8854,13-08-2021,48660,Employed,3,24,2,434,4,0,0,18,1456,34424,1231,0
B8855,14-08-2021,34636,Employed,22,96,1,519,4,0,0,26,1123,11349,84677,0
B8856,15-08-2021,36498,Employed,8,36,0,442,4,0,0,5,535,106433,3300,0
B8857,16-08-2021,38902,Employed,39,60,0,226,4,0,0,5,1579,14421,63501,0
B8858,17-08-2021,52174,Self-Employed,2,48,0,245,1,0,0,8,3225,26095,4358,0
B8859,18-08-2021,35457,Employed,25,48,3,253,3,0,0,6,843,12346,19428,0
B8860,19-08-2021,16198,Self-Employed,2,36,1,107,4,0,0,3,299,61740,7142,0
B8861,20-08-2021,98724,Employed,15,36,0,211,2,0,0,17,7648,218828,9102,1
B8862,21-08-2021,125217,Employed,14,60,3,589,2,0,0,21,365,24101,2395,1
B8863,22-08-2021,78392,Employed,29,12,1,413,3,0,0,19,3085,75702,10290,1
B8864,23-08-2021,15109,Employed,5,60,0,245,1,0,0,22,591,47117,9185,0
B8865,24-08-2021,48233,Unemployed,24,60,0,486,1,0,0,5,1343,62972,24393,0
B8866,25-08-2021,53202,Employed,17,96,2,518,4,0,0,18,1474,55235,2030,0
B8867,26-08-2021,21488,Employed,21,48,0,85,2,0,0,17,699,16371,130616,0
B8868,27-08-2021,46410,Self-Employed,30,48,3,424,7,0,0,26,1824,33512,2846,1
B8869,28-08-2021,17069,Employed,0,36,4,622,6,0,0,25,888,7784,125733,0
B8870,29-08-2021,26984,Unemployed,28,72,1,419,6,0,0,14,375,2595,150334,0
B8871,30-08-2021,61266,Employed,12,36,0,289,3,0,0,21,119,34994,29149,1
B8872,31-08-2021,61005,Employed,31,24,4,499,5,0,0,14,477,55319,95080,0
B8873,01-09-2021,36083,Employed,17,84,1,456,3,0,0,18,532,29713,7928,0
B8874,02-09-2021,40058,Employed,16,24,1,126,1,0,1,29,6695,20010,1196,0
B8875,03-09-2021,30983,Employed,8,48,3,292,3,0,0,6,140,33865,2894,0
B8876,04-09-2021,89335,Employed,27,60,2,1228,1,0,0,24,217,4805,265717,1
B8877,05-09-2021,17542,Employed,32,48,2,274,3,0,0,15,1532,44635,6514,0
B8878,06-09-2021,32619,Employed,9,72,3,303,4,0,1,27,511,9830,111911,0
B8879,07-09-2021,131982,Employed,7,36,1,509,2,0,0,5,1071,60529,14309,1
B8880,08-09-2021,30365,Employed,27,60,1,1418,1,0,0,14,2752,18642,94643,0
B8881,09-09-2021,23727,Employed,0,36,2,191,1,0,0,19,687,58913,9391,0
B8882,10-09-2021,27056,Employed,1,108,4,350,7,0,0,8,988,5858,45586,0
B8883,11-09-2021,128265,Employed,4,60,1,293,5,0,0,10,1699,81079,10730,0
B8884,12-09-2021,61976,Employed,11,60,0,434,6,0,0,22,437,33734,7901,0
B8885,13-09-2021,23605,Unemployed,2,72,1,636,3,0,1,10,1360,181972,51471,0
B8886,14-09-2021,40522,Employed,0,60,1,427,5,0,1,6,1279,31694,1814,0
B8887,15-09-2021,26935,Employed,2,36,3,630,2,0,0,2,1844,36135,26677,0
B8888,16-09-2021,69380,Employed,24,60,4,230,3,0,0,10,2669,12131,10636,0
B8889,17-09-2021,42693,Unemployed,1,120,0,364,2,0,0,23,770,78034,5281,0
B8890,18-09-2021,38953,Employed,10,12,1,309,9,0,1,7,1087,56043,9028,0
B8891,19-09-2021,52629,Employed,42,72,0,215,3,0,0,14,202,25089,5798,0
B8892,20-09-2021,94137,Employed,15,60,0,432,2,1,0,13,1339,9725,178359,1
B8893,21-09-2021,44893,Employed,18,48,0,271,3,0,0,23,1684,12607,12878,0
B8894,22-09-2021,30346,Employed,4,84,0,400,5,0,0,24,769,114633,6190,0
B8895,23-09-2021,108102,Employed,43,48,1,404,0,0,0,27,14038,77356,58263,0
B8896,24-09-2021,51947,Employed,6,96,0,261,4,0,1,11,4178,6139,62100,0
B8897,25-09-2021,32594,Employed,14,36,1,528,3,0,0,9,147,52380,69880,0
B8898,26-09-2021,29282,Unemployed,30,48,1,702,4,0,0,5,5426,14188,23101,0
B8899,27-09-2021,54461,Employed,15,60,1,787,3,1,1,22,49,4447,89307,0
B8900,28-09-2021,35448,Employed,15,48,0,218,2,0,0,13,433,6804,49113,0
B8901,29-09-2021,47872,Employed,15,36,0,272,5,0,0,27,2419,9664,74177,0
B8902,30-09-2021,109774,Employed,13,120,1,391,2,0,0,6,4397,59322,54981,0
B8903,01-10-2021,32312,Employed,23,60,0,539,3,0,0,12,4526,22377,10575,0
B8904,02-10-2021,21675,Employed,20,36,3,219,5,0,0,10,896,6560,43098,0
B8905,03-10-2021,22829,Self-Employed,10,72,1,367,5,0,0,5,178,1945,82860,0
B8906,04-10-2021,190682,Unemployed,10,60,0,774,6,0,0,13,425,22329,53481,1
B8907,05-10-2021,98269,Employed,9,120,1,361,2,0,0,1,825,45141,175002,0
B8908,06-10-2021,66848,Employed,0,12,0,627,5,0,0,20,313,105302,8819,0
B8909,07-10-2021,15000,Employed,0,48,0,316,6,0,0,9,1570,22095,35069,0
B8910,08-10-2021,22595,Employed,22,60,0,429,2,0,0,12,546,62725,87913,0
B8911,09-10-2021,72767,Employed,26,36,1,872,1,0,0,6,1419,10473,16563,0
B8912,10-10-2021,82145,Self-Employed,25,24,4,389,6,0,0,1,288,33113,76053,1
B8913,11-10-2021,37133,Employed,0,12,3,695,6,0,0,9,1014,88442,175217,0
B8914,12-10-2021,23304,Employed,16,36,2,345,0,0,0,2,1806,121288,308210,0
B8915,13-10-2021,93723,Unemployed,4,60,1,455,6,0,1,13,346,42159,36667,0
B8916,14-10-2021,140167,Employed,20,108,0,297,3,0,1,24,1862,3671,84898,1
B8917,15-10-2021,67273,Self-Employed,10,72,1,643,3,0,0,20,581,15638,40898,0
B8918,16-10-2021,29640,Employed,21,48,3,1203,3,0,0,20,1995,64555,3223,0
B8919,17-10-2021,127082,Employed,17,36,1,259,2,0,0,28,402,27836,11885,1
B8920,18-10-2021,37338,Employed,0,60,3,386,2,0,0,4,708,12314,6155,0
B8921,19-10-2021,109876,Self-Employed,8,48,5,335,2,0,0,15,1567,23727,60388,0
B8922,20-10-2021,48631,Employed,17,48,0,598,2,0,0,27,2169,9207,18592,1
B8923,21-10-2021,124856,Employed,20,48,1,478,4,0,0,5,230,30532,65548,1
B8924,22-10-2021,37383,Employed,0,120,1,708,1,0,0,27,77,12181,69487,0
B8925,23-10-2021,30798,Employed,2,96,0,873,2,1,0,1,691,17294,38484,0
B8926,24-10-2021,101986,Employed,20,120,0,169,5,0,0,27,2082,17850,72647,0
B8927,25-10-2021,56041,Employed,0,96,1,633,2,0,0,3,1164,26003,4560,0
B8928,26-10-2021,45812,Employed,0,48,2,328,6,0,0,10,2150,2493,38346,0
B8929,27-10-2021,29685,Employed,12,48,1,736,1,0,0,26,664,33769,136608,0
B8930,28-10-2021,23118,Employed,8,24,1,144,5,0,0,24,319,11116,49473,0
B8931,29-10-2021,31958,Self-Employed,6,60,3,252,0,0,0,17,1865,10353,46862,0
B8932,30-10-2021,63261,Employed,7,24,2,325,6,0,0,26,2328,9715,4940,0
B8933,31-10-2021,36755,Employed,19,60,2,404,3,0,0,6,478,39660,4483,0
B8934,01-11-2021,88340,Employed,11,36,1,528,1,0,0,11,2455,79082,9361,0
B8935,02-11-2021,46634,Employed,18,72,0,317,2,0,0,9,375,38699,14237,0
B8936,03-11-2021,160372,Unemployed,15,12,4,217,4,0,0,17,741,21750,32415,0
B8937,04-11-2021,23936,Employed,21,36,0,645,3,0,0,15,4974,22336,46853,0
B8938,05-11-2021,66927,Employed,27,60,1,217,1,0,0,24,200,6899,28529,1
B8939,06-11-2021,77261,Employed,28,60,3,208,5,0,0,29,428,48872,7165,1
B8940,07-11-2021,86335,Employed,32,48,3,162,4,1,0,17,948,68150,7136,0
B8941,08-11-2021,46978,Employed,26,36,4,242,3,0,0,12,1007,36989,8855,0
B8942,09-11-2021,97850,Employed,22,96,2,699,2,0,0,9,888,58714,10014,0
B8943,10-11-2021,19184,Employed,13,72,0,447,2,0,1,9,3388,355720,7892,0
B8944,11-11-2021,71283,Employed,17,48,3,382,2,0,0,3,1952,57208,10312,0
B8945,12-11-2021,23657,Self-Employed,7,84,0,304,4,0,0,12,3142,16239,47838,0
B8946,13-11-2021,35225,Employed,16,36,0,123,4,0,0,7,260,16132,6330,0
B8947,14-11-2021,50837,Employed,23,24,3,304,5,0,0,12,29743,3942,147837,0
B8948,15-11-2021,69671,Employed,8,60,3,802,6,0,0,29,1330,101338,202269,1
B8949,16-11-2021,22928,Employed,14,60,0,610,1,0,0,7,373,26409,36896,0
B8950,17-11-2021,101742,Employed,8,24,2,630,2,0,0,5,842,9496,165817,1
B8951,18-11-2021,80378,Employed,19,24,0,1028,7,0,0,29,3096,110554,9943,0
B8952,19-11-2021,54950,Employed,12,36,0,570,7,0,1,9,121,49126,1176,0
B8953,20-11-2021,24653,Employed,13,48,3,353,3,0,1,3,358,8827,52823,0
B8954,21-11-2021,95587,Employed,6,84,2,571,2,0,0,27,800,18431,307044,1
B8955,22-11-2021,60582,Employed,24,60,3,304,3,0,1,14,4840,23351,128387,0
B8956,23-11-2021,53769,Employed,13,60,0,510,1,0,0,20,2378,35674,35346,0
B8957,24-11-2021,30314,Employed,13,120,2,248,3,0,0,20,108,10382,5547,0
B8958,25-11-2021,51679,Unemployed,16,48,2,658,5,0,0,15,256,16163,188083,0
B8959,26-11-2021,33315,Employed,13,36,1,708,2,0,0,22,424,145659,8884,0
B8960,27-11-2021,107988,Employed,32,48,1,224,3,0,0,21,4055,22047,19059,1
B8961,28-11-2021,95649,Employed,6,96,0,206,5,0,0,17,1900,7627,17585,0
B8962,29-11-2021,42691,Self-Employed,14,60,0,489,3,0,0,20,397,1883,11532,0
B8963,30-11-2021,36261,Employed,1,72,0,722,6,0,0,1,1022,19895,24516,0
B8964,01-12-2021,71176,Employed,14,72,3,188,5,0,0,17,444,38425,25512,0
B8965,02-12-2021,77767,Employed,0,12,1,173,3,0,1,28,272,9754,90863,1
B8966,03-12-2021,20689,Employed,27,60,2,771,3,0,0,22,1226,79577,2296,0
B8967,04-12-2021,51788,Employed,24,36,0,250,1,0,0,29,1149,6898,5699,0
B8968,05-12-2021,267966,Employed,28,36,0,469,1,0,0,29,1550,47814,356675,1
B8969,06-12-2021,50371,Unemployed,21,36,2,721,5,0,0,5,3596,30785,217930,0
B8970,07-12-2021,48252,Employed,9,48,0,954,2,0,0,29,4050,14889,109387,0
B8971,08-12-2021,66634,Employed,8,48,2,675,2,0,0,2,2954,2334,43917,0
B8972,09-12-2021,45057,Employed,37,36,3,299,1,0,0,26,7965,14778,81849,1
B8973,10-12-2021,92488,Employed,35,48,2,198,4,0,0,27,1044,31479,36931,1
B8974,11-12-2021,55957,Employed,20,36,0,338,0,0,0,25,1753,16859,15181,0
B8975,12-12-2021,84974,Employed,8,72,0,475,2,0,0,4,1004,26640,3992,0
B8976,13-12-2021,23549,Employed,33,96,5,463,3,0,0,24,4403,27689,107134,0
B8977,14-12-2021,43975,Employed,4,108,0,489,3,0,0,7,766,16051,84864,0
B8978,15-12-2021,54599,Employed,20,36,2,148,4,0,0,28,403,3850,34841,1
B8979,16-12-2021,17944,Employed,34,36,2,456,2,0,0,18,4031,6651,26848,0
B8980,17-12-2021,33560,Employed,4,36,1,402,2,0,0,6,3459,31703,2784,0
B8981,18-12-2021,68772,Employed,26,96,4,299,1,0,0,24,1320,106017,5540,0
B8982,19-12-2021,57480,Employed,25,48,2,755,2,0,0,26,2844,15427,41600,0
B8983,20-12-2021,37980,Employed,15,24,1,630,5,0,0,22,1387,37900,19778,0
B8984,21-12-2021,45489,Employed,5,60,5,236,3,0,0,16,1345,9471,10375,0
B8985,22-12-2021,31830,Employed,12,12,2,400,3,0,0,4,1167,17571,16623,0
B8986,23-12-2021,195341,Employed,22,48,2,233,3,0,1,15,1201,12670,79998,1
B8987,24-12-2021,49701,Employed,0,36,3,664,1,0,0,26,4219,25815,6638,0
B8988,25-12-2021,52621,Employed,16,84,2,474,3,1,0,4,5047,29828,19931,0
B8989,26-12-2021,21317,Employed,22,60,4,570,2,0,0,7,263,16263,53753,0
B8990,27-12-2021,34901,Employed,30,36,0,1047,10,0,0,19,560,57309,8928,0
B8991,28-12-2021,25759,Employed,2,24,2,335,3,0,0,6,1925,27542,9579,0
B8992,29-12-2021,73226,Employed,31,36,3,472,5,1,1,2,3277,111431,85751,0
B8993,30-12-2021,52246,Employed,42,24,3,215,4,1,0,22,1478,14193,72276,0
B8994,31-12-2021,29458,Employed,23,24,0,496,4,0,0,16,3745,10190,42723,0
B8995,01-01-2022,36601,Employed,2,36,0,701,0,1,0,18,3252,44077,8419,0
B8996,02-01-2022,26879,Employed,13,36,4,403,1,0,0,27,3746,137590,1921,0
B8997,03-01-2022,64115,Employed,18,36,4,201,2,0,0,24,5855,17220,45977,0
B8998,04-01-2022,78133,Employed,23,84,3,683,5,0,0,16,1549,15344,20462,0
B8999,05-01-2022,63024,Employed,16,48,1,499,4,0,0,16,729,50747,9228,0
B9000,06-01-2022,89702,Employed,20,36,1,441,4,0,0,27,1035,28480,103014,1
B9001,07-01-2022,68653,Employed,16,60,0,294,3,0,0,19,9844,18731,13618,0
B9002,08-01-2022,26351,Employed,20,36,1,532,3,0,0,21,1681,43152,64240,0
B9003,09-01-2022,99104,Unemployed,11,48,3,353,2,0,0,18,3824,21832,225356,0
B9004,10-01-2022,60344,Employed,12,60,0,341,8,0,0,17,2589,4119,76667,0
B9005,11-01-2022,15000,Employed,13,48,0,168,2,0,0,1,762,41054,7990,0
B9006,12-01-2022,45200,Employed,43,60,3,1024,5,1,0,18,2399,13639,197396,0
B9007,13-01-2022,19551,Employed,33,60,1,293,3,0,0,3,284,17806,15034,0
B9008,14-01-2022,65164,Employed,22,60,0,415,2,0,0,10,1815,5241,23136,1
B9009,15-01-2022,37060,Self-Employed,32,48,1,437,3,0,0,2,488,12729,5423,0
B9010,16-01-2022,50438,Self-Employed,28,84,1,669,2,0,0,18,972,65498,130064,0
B9011,17-01-2022,157772,Employed,18,48,2,486,4,0,1,17,723,11257,23935,1
B9012,18-01-2022,107934,Employed,0,36,0,939,2,0,1,29,1848,7227,278946,1
B9013,19-01-2022,34932,Employed,11,24,3,423,7,0,0,28,1311,9837,387154,0
B9014,20-01-2022,63768,Employed,14,36,4,88,2,0,0,21,1325,24654,165758,1
B9015,21-01-2022,212635,Employed,5,36,0,1083,3,0,1,11,507,15485,30809,1
B9016,22-01-2022,17015,Employed,0,36,0,803,0,0,0,24,2464,31868,6629,0
B9017,23-01-2022,93816,Employed,21,72,2,374,4,0,0,20,776,4740,51043,1
B9018,24-01-2022,46710,Employed,21,36,2,303,0,0,0,22,4228,13976,64092,1
B9019,25-01-2022,26057,Employed,2,60,4,550,2,0,0,2,2506,4132,38181,0
B9020,26-01-2022,126329,Self-Employed,9,60,0,1222,2,0,0,7,1004,20257,58933,0
B9021,27-01-2022,41396,Self-Employed,30,72,1,394,1,1,1,12,1460,18087,18863,0
B9022,28-01-2022,34558,Employed,7,24,1,224,2,0,0,25,138,11724,169853,0
B9023,29-01-2022,40719,Employed,21,36,0,891,3,0,0,17,370,41964,159631,0
B9024,30-01-2022,83592,Employed,14,72,0,450,2,0,0,22,2128,22953,72405,1
B9025,31-01-2022,76161,Employed,23,36,0,343,4,0,0,14,1138,62626,8266,0
B9026,01-02-2022,25494,Employed,2,36,3,402,7,0,0,16,308,3046,126926,0
B9027,02-02-2022,53874,Self-Employed,20,48,2,185,2,0,0,3,640,23056,48217,0
B9028,03-02-2022,44388,Self-Employed,21,36,0,385,4,0,0,7,478,3717,41146,0
B9029,04-02-2022,87817,Employed,19,36,1,473,4,0,0,9,267,18951,40247,0
B9030,05-02-2022,43722,Employed,19,24,3,604,4,0,0,16,343,14844,40301,0
B9031,06-02-2022,108787,Self-Employed,24,48,4,438,4,1,0,22,8153,30643,9787,0
B9032,07-02-2022,85865,Employed,46,72,2,296,6,0,1,11,1565,11284,15963,0
B9033,08-02-2022,35640,Employed,49,12,1,648,3,0,0,26,604,24423,4200,0
B9034,09-02-2022,55908,Employed,11,60,2,212,5,0,0,24,2817,17531,29154,1
B9035,10-02-2022,65982,Employed,0,48,1,333,4,0,0,15,1308,34921,5586,0
B9036,11-02-2022,30057,Employed,25,72,0,307,3,0,0,13,3078,16335,34611,0
B9037,12-02-2022,78903,Employed,24,12,0,619,5,0,0,24,392,23969,82358,0
B9038,13-02-2022,52111,Employed,29,48,3,600,4,0,0,11,1260,10711,78147,0
